loan_status,id,member_id,loan_amnt,funded_amnt,funded_amnt_inv,term,int_rate,installment,grade,sub_grade,emp_title,emp_length,home_ownership,annual_inc,verification_status,issue_d,,pymnt_plan,url,desc,purpose,title,zip_code,addr_state,dti,delinq_2yrs,earliest_cr_line,inq_last_6mths,mths_since_last_delinq,mths_since_last_record,open_acc,pub_rec,revol_bal,revol_util,total_acc,initial_list_status,out_prncp,out_prncp_inv,total_pymnt,total_pymnt_inv,total_rec_prncp,total_rec_int,total_rec_late_fee,recoveries,collection_recovery_fee,last_pymnt_d,last_pymnt_amnt,next_pymnt_d,last_credit_pull_d,collections_12_mths_ex_med,mths_since_last_major_derog,policy_code,application_type,annual_inc_joint,dti_joint,verification_status_joint,acc_now_delinq,tot_coll_amt,tot_cur_bal,open_acc_6m,open_il_6m,open_il_12m,open_il_24m,mths_since_rcnt_il,total_bal_il,il_util,open_rv_12m,open_rv_24m,max_bal_bc,all_util,total_rev_hi_lim,inq_fi,total_cu_tl,inq_last_12m
Fully Paid,1061227,1293032,25000,16050,16050, 60 months,19.03,416.62,E,E2,U.S. Army,10+ years,RENT,50400,Verified,Dec-2011,,n,https://www.lendingclub.com/browse/loanDetail.action?loan_id=1061227,"  Borrower added on 12/12/11 > I have been in the army for 10 years and plan on retiring with them... i am always on time, never late, with my payments and always try to pay more than just the minimum. I am wanting this loan to consolidate my debt so that i can pay it off quicker verses all the different interest rates and different &quot,bills&quot,. I can garauntee that it will NOT take me the length of the loan to pay it off.<br><br>  Borrower added on 12/15/11 > I just wanted to say thank you to the investors who have shown faith in me and believe in me thus far. I really appreciate it and would really like to combine my debt under one payment and one interest rate vs multiple payments and various interest rates....Thank you<br>",debt_consolidation,Debt Loan,313xx,GA,20.67,0,Oct-2000,0,,,10,0,12112,61.5,26,f,0,0,23808.9176792,23808.92,16050,7758.92,0,0,0,May-2015,1327.84,,May-2015,0,,1,INDIVIDUAL,,,,0,,,,,,,,,,,,,,,,,
Fully Paid,1061403,1293193,20000,20000,19975, 60 months,14.27,468.17,C,C2,Kaiser Permanente,5 years,RENT,110000,Verified,Dec-2011,,n,https://www.lendingclub.com/browse/loanDetail.action?loan_id=1061403,  Borrower added on 12/12/11 > What I am trying to do is get rid of these 20%+ interest rate credit cards.  I pay more than the minimum monthly on 4 cards at about $540 per month.  The lower interest rate with this loan will allow me to pay down the dept at a much faster rate.  I DO plan on canceling these high interest accounts after they are paid off. <br>,debt_consolidation,Investment ,907xx,CA,10.3,0,Jan-2001,0,,,7,0,17819,79.8,18,f,0,0,26325.580315,26292.72,20000,6325.58,0,0,0,Oct-2014,10899.11,,Mar-2015,0,,1,INDIVIDUAL,,,,0,,,,,,,,,,,,,,,,,
Fully Paid,1061413,1293206,3600,3600,3600, 36 months,13.49,122.15,C,C1,bisso marine,1 year,RENT,40000,Not Verified,Dec-2011,,n,https://www.lendingclub.com/browse/loanDetail.action?loan_id=1061413,  Borrower added on 12/07/11 > Going to Travel for a month.<br>,vacation,Travel,701xx,LA,12.99,0,Jun-2007,0,,,5,0,7897,83.1,8,f,0,0,4395.54970244,4395.55,3600,795.55,0,0,0,Dec-2014,128.36,,Aug-2015,0,,1,INDIVIDUAL,,,,0,,,,,,,,,,,,,,,,,
Fully Paid,1061202,1293005,6000,6000,5975, 36 months,8.9,190.52,A,A5,NEW YORK STATE INSURANCE FUND,10+ years,RENT,83954,Source Verified,Dec-2011,,n,https://www.lendingclub.com/browse/loanDetail.action?loan_id=1061202,,debt_consolidation,Debt Consolidation Loan,076xx,NJ,17.48,0,Feb-2000,0,72,,12,0,6252,78.1,24,f,0,0,6902.99657991,6874.26,6000,903,0,0,0,Jan-2015,567.86,,Jan-2016,0,,1,INDIVIDUAL,,,,0,,,,,,,,,,,,,,,,,
Fully Paid,1061204,1293007,10375,10375,10375, 36 months,14.27,355.96,C,C2,YH America Inc.,5 years,RENT,35000,Not Verified,Dec-2011,,n,https://www.lendingclub.com/browse/loanDetail.action?loan_id=1061204,,credit_card,Credit Card Consolidation,403xx,KY,22.39,0,Oct-2003,1,,,7,0,10084,65.9,15,f,0,0,12810.1666959,12810.17,10375,2435.17,0,0,0,Dec-2014,368.99,,Dec-2014,0,,1,INDIVIDUAL,,,,0,,,,,,,,,,,,,,,,,
Fully Paid,1061380,1293167,25000,25000,24975, 36 months,8.9,793.84,A,A5,Sunnyside FArms,4 years,RENT,60000,Verified,Dec-2011,,n,https://www.lendingclub.com/browse/loanDetail.action?loan_id=1061380,"  Borrower added on 12/07/11 > I will be using this loan to pay off credit cards and another loan, all with higher interest rates. By using the same amount of funds per month I will be able to get out of debt in three years.<br>",debt_consolidation,out of debt loan,945xx,CA,25.4,0,Jun-1989,0,,,9,0,28571,68.7,16,f,0,0,28576.7400461,28548.18,25000,3576.74,0,0,0,Dec-2014,799.36,,Dec-2014,0,,1,INDIVIDUAL,,,,0,,,,,,,,,,,,,,,,,
Fully Paid,1061193,1292991,10000,10000,10000, 36 months,16.29,353.01,D,D1,Banfield Pet Hospital,4 years,RENT,40000,Verified,Dec-2011,,n,https://www.lendingclub.com/browse/loanDetail.action?loan_id=1061193,  Borrower added on 12/07/11 > I am using this loan to pay off a credit card and hospital/surgeon. I have been at my current job for 4 years and I am very secure in my position. <br>,debt_consolidation,CC Pay Off,282xx,NC,19.98,0,Jul-2004,2,,,6,0,8496,78.7,12,f,0,0,12427.97,12427.97,10000,2427.97,0,0,0,Jan-2014,3960.84,,Feb-2014,0,,1,INDIVIDUAL,,,,0,,,,,,,,,,,,,,,,,
Current,1051953,1283471,10000,8650,8650, 60 months,12.42,194.26,B,B4,Adams County Human Services Department,2 years,RENT,42336,Source Verified,Dec-2011,,n,https://www.lendingclub.com/browse/loanDetail.action?loan_id=1051953,  Borrower added on 12/11/11 > This is for start-up money for a new non-profit in Colorado working to rescue girls from child prostitution. Thank you for your support!<br>,small_business,Small_Business Loan,802xx,CO,10.18,0,Mar-2000,0,,,6,0,11682,66.2,16,f,2188.13,2188.13,9313.3,9313.3,6461.88,2851.42,0,0,0,Dec-2015,194.26,Feb-2016,Jan-2016,0,,1,INDIVIDUAL,,,,0,,,,,,,,,,,,,,,,,
Fully Paid,1061194,1292992,5600,5600,5600, 36 months,6.03,170.44,A,A1,,n/a,OWN,41100,Not Verified,Dec-2011,,n,https://www.lendingclub.com/browse/loanDetail.action?loan_id=1061194,  Borrower added on 12/07/11 > For the purchase of a mint collectable 1941 Chevrolet  Pick-up.The price includes shipping and the price is under-valued for this vehicle.I am personally funding this investment with my own money.Regards<br>,car,1941 Chevrolet 3100,117xx,NY,3.97,0,Jul-1990,0,,,17,0,3777,2.7,44,f,0,0,5874.77,5874.77,5600,274.77,0,0,0,Dec-2012,3683.63,,Dec-2012,0,,1,INDIVIDUAL,,,,0,,,,,,,,,,,,,,,,,
Fully Paid,1060945,1293124,6000,6000,6000, 36 months,12.42,200.5,B,B4,AXA Assistance,4 years,RENT,92000,Not Verified,Dec-2011,,n,https://www.lendingclub.com/browse/loanDetail.action?loan_id=1060945,,car,Cycle,606xx,IL,10.6,0,Oct-2000,2,28,,6,0,7270,82.5,18,f,0,0,7216.64111704,7216.64,6000,1216.64,0,0,0,Dec-2014,203.82,,Dec-2014,0,,1,INDIVIDUAL,,,,0,,,,,,,,,,,,,,,,,
Fully Paid,1057719,1289486,8000,8000,8000, 36 months,7.9,250.33,A,A4,Global Profit Technologies Inc.,2 years,RENT,75000,Not Verified,Dec-2011,,n,https://www.lendingclub.com/browse/loanDetail.action?loan_id=1057719,,debt_consolidation,Debt Consolidation Loan,851xx,AZ,8.7,0,Mar-2002,1,,,6,0,8144,55.4,16,f,0,0,9010.49041358,9010.49,8000,1010.49,0,0,0,Dec-2014,256.48,,Dec-2014,0,,1,INDIVIDUAL,,,,0,,,,,,,,,,,,,,,,,
Current,1059906,1291742,35000,21800,21775, 60 months,12.42,489.57,B,B4,State of Ca.,10+ years,RENT,90000,Verified,Dec-2011,,n,https://www.lendingclub.com/browse/loanDetail.action?loan_id=1059906,"  Borrower added on 12/07/11 > Would like to replace the debt i have with this loan!<br><br>  Borrower added on 12/21/11 > im going to pay off my credit card debt with this loan<br><br> Borrower added on 12/21/11 > i am going to replace my debt with this loan, it will be paid back!<br>",debt_consolidation,pay off debt loan,934xx,CA,26.33,0,Sep-1999,0,,,13,0,35683,59.3,25,f,5502.35,5496.02,23492.08,23465.17,16297.65,7194.43,0,0,0,Dec-2015,489.57,Feb-2016,Jan-2016,0,,1,INDIVIDUAL,,,,0,,,,,,,,,,,,,,,,,
Fully Paid,1061383,1293170,10000,10000,10000, 36 months,11.71,330.76,B,B3,Forsyth County Sheriff's Office,4 years,MORTGAGE,45000,Not Verified,Dec-2011,,n,https://www.lendingclub.com/browse/loanDetail.action?loan_id=1061383,,debt_consolidation,Debt Consolidation,300xx,GA,12.48,0,Oct-2003,2,,,11,0,4189,48.1,25,f,0,0,11903.5698863,11903.57,10000,1903.57,0,0,0,Dec-2014,345.69,,Dec-2014,0,,1,INDIVIDUAL,,,,0,,,,,,,,,,,,,,,,,
Fully Paid,1050511,1281966,11000,11000,11000, 36 months,7.51,342.22,A,A3,Department of Defense,8 years,RENT,48000,Source Verified,Dec-2011,,n,https://www.lendingclub.com/browse/loanDetail.action?loan_id=1050511,"  Borrower added on 12/07/11 > Loan will be used to consolidate debt to lower monthly payments and to pay off everything faster due to the lower interest rate.<br><br>approx 6600 will be applied to zero out a credit card balance that is at 12%<br>approx 3000 will be applied to three other lines of credit with rates at about 12%<br>the rest will be applied to a second credit card that has a manageable balance.<br><br>doing this will free up about $150 a month in cash, while providing a clear payoff schedule at an overall lower interest rate.<br>",debt_consolidation,debt consolidation,325xx,FL,24.1,0,Mar-1970,1,,,7,0,17536,62.3,20,f,0,0,12223.383331,12223.38,11000,1223.38,0,0,0,Mar-2014,3342.56,,Apr-2014,0,,1,INDIVIDUAL,,,,0,,,,,,,,,,,,,,,,,
Fully Paid,1061175,1292974,5000,5000,5000, 36 months,9.91,161.13,B,B1,CUI INC,6 years,MORTGAGE,110000,Not Verified,Dec-2011,,n,https://www.lendingclub.com/browse/loanDetail.action?loan_id=1061175,  Borrower added on 12/07/11 > Would prefer to pay my debts to average people because we are average. This would allow me to get out bed with big banks. Just trying to pay my debts and be treated with a little dignity along the way. <br>,debt_consolidation,Consolidating Big Bank Debt,970xx,OR,6.38,0,Jun-1996,0,45,,10,0,4429,70.3,27,f,0,0,5798.79452739,5798.79,5000,798.79,0,0,0,Dec-2014,168.86,,Jan-2016,0,,1,INDIVIDUAL,,,,0,,,,,,,,,,,,,,,,,
Fully Paid,1061122,1292917,6500,6500,6500, 36 months,10.65,211.73,B,B2,Nueces County Dept. Human Services,< 1 year,RENT,30600,Source Verified,Dec-2011,,n,https://www.lendingclub.com/browse/loanDetail.action?loan_id=1061122,,debt_consolidation, Debt Consolidation for recent Grad.,784xx,TX,13.45,0,May-2005,0,31,,9,0,6477,62.9,18,f,0,0,7520.3095124,7520.31,6500,1020.31,0,0,0,Feb-2014,2237.98,,Jan-2016,0,,1,INDIVIDUAL,,,,0,,,,,,,,,,,,,,,,,
Fully Paid,1061095,1292688,20000,20000,20000, 60 months,20.3,533.23,E,E5,HMS Host,4 years,RENT,69000,Verified,Dec-2011,,n,https://www.lendingclub.com/browse/loanDetail.action?loan_id=1061095,  Borrower added on 12/12/11 > Hello! I am a  working professional. I work in systems and have been with my company for almost 6 years. <br><br>I plan to use the money to pay off my high interest credit cards that helped get me through college.<br><br>Since the time I began to build my credit  I have NEVER had a delinquency on my credit report. <br><br>I will be paying less of a monthly payment for the loan than I would with my high interest credit card payments. <br><br>Thank you for all of your help while I travel the road to financial freedom!<br><br>,credit_card,Credit Card Loan,804xx,CO,18.02,0,Mar-2002,2,,,12,0,27409,89.6,27,f,0,0,29399.9528743,29399.95,20000,9399.95,0,0,0,Nov-2014,8.22,,Nov-2014,0,,1,INDIVIDUAL,,,,0,,,,,,,,,,,,,,,,,
Fully Paid,1061164,1292963,12000,12000,12000, 36 months,12.69,402.54,B,B5,David sparks dds,4 years,RENT,45000,Source Verified,Dec-2011,,n,https://www.lendingclub.com/browse/loanDetail.action?loan_id=1061164,  Borrower added on 12/08/11 > I have credit cards that I want to consolidate and just have one payment with a lower interest rate.<br>,debt_consolidation,Debt Consolidation Loan,906xx,CA,8.85,0,Jun-1996,0,46,,9,0,7329,70,19,f,0,0,14119.2,14119.2,12000,2119.2,0,0,0,Dec-2013,5284.17,,Dec-2015,0,,1,INDIVIDUAL,,,,0,,,,,,,,,,,,,,,,,
Charged Off,1060436,1292191,8250,8250,8250, 60 months,19.91,218.17,E,E4,Lowes,3 years,RENT,27500,Not Verified,Dec-2011,,n,https://www.lendingclub.com/browse/loanDetail.action?loan_id=1060436,"  Borrower added on 12/07/11 > I plan to use the funds to pay off wedding debt. I have never missed a bill, and pay early every month. Been at my job for 3+ years and am training for management.<br>",wedding,Wedding bills,970xx,OR,20.25,0,Jul-2007,1,,,8,0,7432,79.7,9,f,0,0,5311.1,5311.1,1579.15,2124.3,0,1607.65,289.377,May-2013,218.17,,Aug-2013,0,,1,INDIVIDUAL,,,,0,,,,,,,,,,,,,,,,,
Fully Paid,1061133,1292928,21000,21000,21000, 36 months,7.9,657.1,A,A4,CURRY AUTO,10+ years,MORTGAGE,150500,Verified,Dec-2011,,n,https://www.lendingclub.com/browse/loanDetail.action?loan_id=1061133,,debt_consolidation,Debt Consolidation Loan,109xx,NY,3.69,0,Jun-2000,0,,,11,0,21887,67.8,34,f,0,0,23654.1290684,23654.13,21000,2654.13,0,0,0,Dec-2014,664.73,,Jan-2016,0,,1,INDIVIDUAL,,,,0,,,,,,,,,,,,,,,,,
Fully Paid,1060855,1292820,8400,8400,8400, 36 months,16.77,298.53,D,D2,TARGET CORPORATION,2 years,RENT,32000,Verified,Dec-2011,,n,https://www.lendingclub.com/browse/loanDetail.action?loan_id=1060855,,credit_card,PREVAILING,100xx,NY,16.95,0,Apr-2007,1,,,5,0,7639,74.9,6,f,0,0,9876.41,9876.41,8400,1476.41,0,0,0,Mar-2013,5703.33,,Jan-2016,0,,1,INDIVIDUAL,,,,0,,,,,,,,,,,,,,,,,
Fully Paid,1058477,1290065,7000,7000,7000, 36 months,12.69,234.82,B,B5,Adams and Associates,5 years,RENT,37500,Source Verified,Dec-2011,,n,https://www.lendingclub.com/browse/loanDetail.action?loan_id=1058477,,debt_consolidation,Consolidation,014xx,MA,21.38,0,Oct-2005,1,51,,12,0,9539,73.9,20,f,0,0,7481.09,7481.09,7000,481.09,0,0,0,Jul-2012,6076.4,,Jul-2012,0,,1,INDIVIDUAL,,,,0,,,,,,,,,,,,,,,,,
Charged Off,1060995,1292578,12000,12000,12000, 36 months,12.42,400.99,B,B4,HSA-UWC,< 1 year,RENT,60000,Source Verified,Dec-2011,,n,https://www.lendingclub.com/browse/loanDetail.action?loan_id=1060995,,car,Credit Cards Consolidation Loan,029xx,RI,6.3,0,Feb-2005,1,,,8,0,8894,78.7,14,f,0,0,9546.76,9546.76,6788.45,2019.47,0,738.84,7.2498,Oct-2013,400.99,,Feb-2014,0,,1,INDIVIDUAL,,,,0,,,,,,,,,,,,,,,,,
Charged Off,1061135,1292930,7200,7200,7200, 36 months,11.71,238.15,B,B3,Eq Cargo and trading corp,2 years,RENT,33000,Not Verified,Dec-2011,,n,https://www.lendingclub.com/browse/loanDetail.action?loan_id=1061135,,credit_card,Credit Card Loan,331xx,FL,12.69,0,Apr-2007,0,,,10,0,9071,70.3,13,f,0,0,7338.4,7338.4,5810.48,1323.62,0,204.3,1.9390000009,Jun-2014,238.15,,Nov-2014,0,,1,INDIVIDUAL,,,,0,,,,,,,,,,,,,,,,,
Fully Paid,1059939,1291779,12000,12000,12000, 36 months,10.65,390.88,B,B2,Medical Center of Center of Central GA,10+ years,RENT,70000,Not Verified,Dec-2011,,n,https://www.lendingclub.com/browse/loanDetail.action?loan_id=1059939,  Borrower added on 12/07/11 > Need to pay off 4 of my credit cards with high interest rates (13 to 22%). Iam a dependable borrower. Have a stable job in the medical field.<br>,debt_consolidation,Pay High Interest CC,312xx,GA,26.06,0,Oct-1994,3,,,15,0,24893,60.1,25,f,0,0,13673.71,13673.71,12000,1673.71,0,0,0,Sep-2013,5870.52,,Dec-2013,0,,1,INDIVIDUAL,,,,0,,,,,,,,,,,,,,,,,
Fully Paid,1060951,1293130,12800,12800,12750, 60 months,14.27,299.63,C,C2,"Kofsky, Hartman & Weinger, PA",9 years,RENT,75000,Verified,Dec-2011,,n,https://www.lendingclub.com/browse/loanDetail.action?loan_id=1060951,"  Borrower added on 12/07/11 > Refinancing of higher interest credit cards. CC companies won't lower interest rates in spite of always paying, and on time.  <br> Borrower added on 12/07/11 > Steady secure job - employed at this job for 9 years and will work here until retirement. CC debt due mostly to  high dental, medical and auto. Always pay on time, never miss a payment! <br><br>  Borrower added on 12/16/11 > Keeping my credit in good standing (no late or missed payments, paying balances as agreed)  is extremely important to me.<br>",credit_card,Refinancing,330xx,FL,16.75,0,Jan-1991,2,,,14,0,24332,67,23,f,0,0,17244.5861935,17177.17,12800,4444.59,0,0,0,Mar-2015,5899.42,,Apr-2015,0,,1,INDIVIDUAL,,,,0,,,,,,,,,,,,,,,,,
Fully Paid,1046507,1277552,3050,3050,3050, 36 months,9.91,98.29,B,B1,Child's Day,1 year,RENT,16800,Verified,Dec-2011,,n,https://www.lendingclub.com/browse/loanDetail.action?loan_id=1046507,"  Borrower added on 12/07/11 > This is for the purchase of a new scooter.<br><br> Borrower added on 12/07/11 > This loan is for the purchase of a SYM Fiddle II scooter. I'll be using it as my main source of transportation between home, work, and school.<br><br> Borrower added on 12/07/11 > This loan will be used to purchase a new scooter for my daily transportation needs. My lengthy history of on-time payments reflects my commitment to my financial obligations. You can be sure that this will continue with this loan.<br>",car,Car Loan,787xx,TX,3.5,0,Mar-1996,0,,,3,0,3019,86.3,8,f,0,0,3537.37434967,3537.37,3050,487.37,0,0,0,Dec-2014,102.42,,Jan-2016,0,,1,INDIVIDUAL,,,,0,,,,,,,,,,,,,,,,,
Fully Paid,1060880,1292848,9000,9000,9000, 36 months,14.65,310.45,C,C3,University of Chicago,1 year,RENT,38000,Source Verified,Dec-2011,,n,https://www.lendingclub.com/browse/loanDetail.action?loan_id=1060880,"  Borrower added on 12/07/11 > Why I'm a good bet: My credit history shows no red marks, no late payments, and no debts that have gone to collections. My credit score is currently 690 and this is entirely due to my total amount of credit card debt vs available credit which I am actively trying to make progress on. I am currently in a position where grant funding guarantees me at least 5 more years of employment! This is incredible stability for an academic research position.<br><br>What is this loan for: I accrued debt a few years back when I went through a period of unemployment. At this point I still have 2 credit cards with outstanding balances which have interest rates that are inhibitory, making it difficult to make headway paying them off. The total amount of $9000 would completely pay off the balances on these high interest cards.<br>",debt_consolidation,Debt Consolidation Loan,606xx,IL,19.55,0,Nov-2000,1,,,9,0,14381,92.2,19,f,0,0,10849.55,10849.55,9000,1849.55,0,0,0,Nov-2013,4027.95,,Jan-2016,0,,1,INDIVIDUAL,,,,0,,,,,,,,,,,,,,,,,
Charged Off,1060934,1292910,10000,10000,10000, 36 months,11.71,330.76,B,B3,Chrysalis Inc.,5 years,OWN,35000,Not Verified,Dec-2011,,n,https://www.lendingclub.com/browse/loanDetail.action?loan_id=1060934,,debt_consolidation,debt consolidation loan,891xx,NV,11.79,0,Mar-2006,0,,,9,0,11596,78.2,10,f,0,0,7293.6,7293.6,5109.87,1489.33,0,694.4,6.784,Aug-2013,330.76,,Jan-2014,0,,1,INDIVIDUAL,,,,0,,,,,,,,,,,,,,,,,
Fully Paid,1061128,1292923,10000,10000,10000, 36 months,9.91,322.25,B,B1,AppSense Inc.,< 1 year,MORTGAGE,95000,Source Verified,Dec-2011,,n,https://www.lendingclub.com/browse/loanDetail.action?loan_id=1061128,,debt_consolidation,Credit Card Payoff,191xx,PA,18.37,0,Nov-1984,2,,,14,0,19321,31.2,30,f,0,0,10877.17,10877.17,10000,877.17,0,0,0,May-2013,2360.74,,May-2013,0,,1,INDIVIDUAL,,,,0,,,,,,,,,,,,,,,,,
Charged Off,1061130,1292925,10000,10000,10000, 36 months,14.27,343.09,C,C2,Gannett Publishing Services,10+ years,MORTGAGE,77400,Verified,Dec-2011,,n,https://www.lendingclub.com/browse/loanDetail.action?loan_id=1061130,,credit_card,Credit card,571xx,SD,20.05,0,Apr-1984,0,,,14,0,15862,87.6,34,f,0,0,6884.04,6884.04,3787.77,2245.4,0,850.87,153.1566,Dec-2013,103.53,,Jan-2014,0,,1,INDIVIDUAL,,,,0,,,,,,,,,,,,,,,,,
Fully Paid,1061126,1292921,8500,8500,8500, 36 months,16.29,300.06,D,D1,"Crowe Horwath, LLP",< 1 year,RENT,61000,Source Verified,Dec-2011,,n,https://www.lendingclub.com/browse/loanDetail.action?loan_id=1061126,"  Borrower added on 12/07/11 > Between 2006 and 2010 I unfortunately ran up debt on my credit cards largely for school related expenses. I have 2 credit cards which I am looking to consolidate and pay off. One which has a 20.24% APR, another which has a 13.24% APR.. It is my goal to consolidate the debt of these two cards and once and for all pay them off.<br><br>I am been employed in the IT field with a secure position. While my loan is for 36 months with a payment of $300 I plan to pay this off quicker. As I estimate I can make a payment of double that, if not more, and still put away money for savings and have a conservative amount of money left for necessities (groceries, gas, etc.). It is my goal to get rid of the debt burden of these two credit cards responsibly. <br><br>It is my hope that through lending club I can achieve this goal, and be on the road to a secure financial future.<br><br> Borrower added on 12/08/11 > Just want to extend a Thank You to all the investors who have funded this loan so far.<br>",debt_consolidation,CC Consolidation,604xx,IL,11.76,0,Feb-2006,1,,,15,0,7723,83.9,19,f,0,0,9253.92,9253.92,8500,753.92,0,0,0,Jul-2012,7456.55,,Oct-2013,0,,1,INDIVIDUAL,,,,0,,,,,,,,,,,,,,,,,
Current,1056057,1287630,35000,21275,21250, 60 months,11.71,470.14,B,B3,Queens College CUNY,8 years,RENT,70000,Verified,Dec-2011,,n,https://www.lendingclub.com/browse/loanDetail.action?loan_id=1056057,"  Borrower added on 12/07/11 > Loan to consolidate and eliminate high APR and high risk debts.<br> Borrower added on 12/08/11 > I need at least 25k to who helped me with a loan and now needs the money back for her dying mother.  Please help.<br><br> Borrower added on 12/08/11 > I've worked for my company which is a government funded institution for 8 years.  I have a solid credit history with no late payments or defaults.  If I can get full funding here, it fits perfectly into my budget and it will allow me to fore go having to take supplementary loans from the banks.<br>",debt_consolidation,Debt Consolidation,113xx,NY,19.42,0,Oct-1999,0,,,8,0,15777,44.9,25,f,5308.67,5302.41,22552.16,22525.71,15966.33,6585.83,0,0,0,Dec-2015,470.14,Feb-2016,Jan-2016,0,,1,INDIVIDUAL,,,,0,,,,,,,,,,,,,,,,,
Fully Paid,1060895,1292866,7200,7200,7200, 60 months,13.49,165.64,C,C1,Johns Hopkins / Applied Physics Lab,10+ years,RENT,67000,Source Verified,Dec-2011,,n,https://www.lendingclub.com/browse/loanDetail.action?loan_id=1060895,,debt_consolidation,Debt Consolidation Loan,210xx,MD,11.84,0,Jul-1984,0,,,9,0,13511,79.9,21,f,0,0,9406.3908199,9406.39,7200,2206.39,0,0,0,Nov-2014,3786.07,,Jan-2016,0,,1,INDIVIDUAL,,,,0,,,,,,,,,,,,,,,,,
